,Unnamed: 0,imdb_id,profit,Actors,Director,Genre,IMDB Rating,IMDB Votes,Production,Rated,Year,imdbID
675,3560,tt0482930,8685526,"Yuk Long Wong, Louis Koo, Isabella Leong, Ella Koon",Wilson Yip,"Action, Drama",6.2,"5,699",Mandarin Films,N/A,2006,tt0482930
676,3561,tt0495596,46000000,"Jun'ichi Okada, Aoi Teshima, Bunta Sugawara, Yûko Tanaka",Gorô Miyazaki,"Animation, Adventure, Fantasy",6.5,"26,136",N/A,PG-13,2006,tt0495596
677,3568,tt0462590,102194847,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",Anne Fletcher,"Crime, Drama, Music",6.5,"97,809",Buena Vista,PG-13,2006,tt0462590
678,3569,tt0468489,4211725,"Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett",Ryan Fleck,Drama,7.2,"75,731",ThinkFilm,R,2006,tt0468489
679,3571,tt0822389,7778177,"Shane Jacobson, Travis Golland, Chris Davis, Alf Scerri",Clayton Jacobson,Comedy,7.3,"5,703",Xenon Pictures,PG-13,2006,tt0822389
680,3572,tt0443543,46915017,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell",Neil Burger,"Drama, Mystery, Romance",7.6,"316,576",Yari Film Group,PG-13,2006,tt0443543
681,3574,tt0384793,15505009,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short",Steve Pink,Comedy,6.5,"111,027",Universal Pictures,PG-13,2006,tt0384793
682,3587,tt0386032,15538513,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush",Michael Moore,"Documentary, Drama",8.0,"69,254",The Weinstein Company,PG-13,2007,tt0386032
683,3595,tt0488478,3537453,"Sergey Makovetskiy, Nikita Mikhalkov, Sergey Garmash, Valentin Gaft",Nikita Mikhalkov,"Crime, Drama, Thriller",7.8,"12,331",Sony Pictures Classics,PG-13,2007,tt0488478
684,3602,tt0809504,22707064,"Uma Thurman, Jeffrey Dean Morgan, Colin Firth, Sam Shepard",Griffin Dunne,"Comedy, Romance",5.6,"20,581",Yari Film Group,PG-13,2008,tt0809504
685,3606,tt0997047,68397662,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre",Roger Kumble,"Adventure, Comedy, Drama",4.3,"13,883",Buena Vista,G,2008,tt0997047
686,3607,tt0942903,1900000,"Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks",Robert C. Cooper,"Action, Adventure, Drama",7.4,"17,300",MGM,NOT RATED,2008,tt0942903
687,3615,tt0449570,250000,"Anna Wilding, Phra Sathuwanda, Chalerm Chanaphan, Chaip Saissard",Anna Wilding,"Documentary, Adventure, Comedy",8.0,141,Reality Entertainment,NOT RATED,2006,tt0449570
688,3620,tt1220719,10173020,"Donnie Yen, Simon Yam, Lynn Hung, Hiroyuki Ikeuchi",Wilson Yip,"Action, Biography, Drama",8.1,"184,859",Well Go USA,R,2008,tt1220719
689,3629,tt0843358,246574,"Christopher Plummer, Lynn Redgrave, Isabella Rossellini, Peter Gerety","Paul Fierlinger, Sandra Fierlinger","Animation, Drama",6.9,"1,353",New Yorker Films,NR,2009,tt0843358
690,3646,tt1172998,857000,"Taraji P. Henson, Forest Whitaker, Bonnie Hunt, China Anne McClain",Tim Story,"Drama, Sport",6.7,"2,252",Weinstein Co.,PG-13,2009,tt1172998
691,3648,tt0499549,2550965087,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang",James Cameron,"Action, Adventure, Fantasy",7.8,"958,369",20th Century Fox,PG-13,2009,tt0499549
692,3650,tt1057500,62233971,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",Clint Eastwood,"Biography, Drama, History",7.4,"132,736",Warner Bros. Pictures,PG-13,2009,tt1057500
693,3652,tt1231580,368140005,"Zachary Levi, David Cross, Jason Lee, Justin Long",Betty Thomas,"Animation, Comedy, Family",4.5,"34,771",20th Century Fox,PG,2009,tt1231580
694,3663,tt1334553,14870,"Steve Coogan, Rob Brydon, Rebecca Johnson, Elodie Harrod",Michael Winterbottom,"Comedy, Drama",7.0,"18,908",IFC Films,NOT RATED,2010,tt1740047
695,3674,tt1740047,951179,"Werner Herzog, Jean Clottes, Julien Monney, Jean-Michel Geneste",Werner Herzog,"Documentary, History",7.4,"12,820",IFC Films,G,2010,tt1664894
696,3677,tt1441912,4430765,"Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce",John Hillcoat,"Crime, Drama",7.3,"199,705",The Weinstein Company,R,2012,tt1212450
697,3678,tt1664894,6467348,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson",Harmony Korine,"Crime, Drama",5.3,"116,337",A24 Films,R,2012,tt2101441
698,3702,tt1212450,27676580,"Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper","Brian Klugman, Lee Sternthal","Drama, Mystery, Romance",7.1,"64,553",CBS Films,PG-13,2012,tt1840417
699,3704,tt2101441,26724284,"Mark Ruffalo, Tim Robbins, Gwyneth Paltrow, Josh Gad",Stuart Blumberg,"Comedy, Drama, Romance",6.4,"22,398",Roadside Attractions,R,2012,tt1932718
700,3706,tt1840417,7231461,"Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney",Josh Radnor,"Comedy, Drama, Romance",6.7,"31,598",IFC Films,PG-13,2012,tt1872818
701,3707,tt1932718,1065881,"Catherine Frot, Arthur Dupont, Jean d'Ormesson, Hippolyte Girardot",Christian Vincent,"Biography, Comedy",6.4,"4,884",The Weinstein Company,PG-13,2012,tt2094877
702,3713,tt1872818,327345,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",Andrew Dominik,"Crime, Thriller",6.2,"117,920",The Weinstein Co.,R,2012,tt1764234
703,3714,tt2094877,11384015,"Bernadette Lafont, Carmen Maura, Dominique Lavanant, Françoise Bertin",Jérôme Enrico,"Comedy, Crime",6.6,"5,621",Cohen Media Group,R,2012,tt2215395
704,3716,tt1764234,22930465,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe",Andrew Stanton,"Action, Adventure, Sci-Fi",6.6,"224,497",Walt Disney Pictures,PG-13,2012,tt0401729
705,3718,tt2215395,29494,"Akio Ôtsuka, Atsuko Tanaka, Kôichi Yamadera, Tamio Ôki",Mamoru Oshii,"Animation, Drama, Sci-Fi",7.6,"31,094",Go Fish Pictures,PG-13,2004,tt0347246
706,3720,tt0401729,24139100,"Michael Pitt, Lukas Haas, Asia Argento, Scott Patrick Green",Gus Van Sant,"Biography, Drama, Music",5.8,"19,664",Picture House,R,2005,tt0403217
707,3752,tt0347246,9789651,"Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez",Robert Rodriguez,"Action, Adventure, Family",3.5,"22,710",Miramax,PG,2005,tt0424774
708,3772,tt0403217,1928985,"Brian F. Durkin, Jason Leith, Richard Tillman, Toby Keith",Steven Goldmann,"Drama, Music",6.2,"1,490",Paramount Pictures,PG-13,2006,tt0477392
709,3779,tt0424774,19425966,"Catinca Untaru, Justine Waddell, Lee Pace, Kim Uylenbroek",Tarsem Singh,"Adventure, Comedy, Drama",7.9,"95,136",Roadside Attractions,R,2006,tt0460791
710,3785,tt0477392,251775,"Nathan Meister, Peter Feeney, Danielle Mason, Tammy Davis",Jonathan King,"Comedy, Horror, Sci-Fi",5.8,"36,214",IFC Films,NOT RATED,2006,tt0779982
711,3787,tt0460791,3669465,"Morgan Freeman, Paz Vega, Jonah Hill, Anne Dudek",Brad Silberling,"Comedy, Drama",6.7,"13,274",ThinkFilm,R,2006,tt0499603
712,3789,tt0779982,4947717,"Ritchie Allen, Jake T. Austin, Cherise Boothe, Jesse Bronstein","Colin Brady, Christopher Reeve, Dan St. Pierre","Animation, Adventure, Comedy",5.8,"6,652",20th Century Fox,G,2006,tt0430779
713,3794,tt0499603,580527,"Lisa Kudrow, Scott Prendergast, Christine Taylor, Conchata Ferrell",Scott Prendergast,Comedy,6.7,"4,102",Regent Releasing/Whitewater Films,PG-13,2007,tt0816545
714,3799,tt0430779,16627188,"Matt Damon, Julia Stiles, David Strathairn, Scott Glenn",Paul Greengrass,"Action, Mystery, Thriller",8.1,"539,629",Universal Pictures,PG-13,2007,tt0440963
715,3803,tt0816545,83398,"Konstantin Khabenskiy, Elizaveta Boyarskaya, Sergey Bezrukov, Vladislav Vetrov",Andrey Kravchuk,"Biography, Drama, History",6.9,"6,539",Dago Studio,N/A,2008,tt1101026
716,3818,tt0440963,372824138,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",Antoine Fuqua,"Crime, Drama, Thriller",6.7,"55,179",Overture Films,R,2009,tt1210042
717,3838,tt1101026,36135878,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",Henry Selick,"Animation, Family, Fantasy",7.7,"160,876",Focus Features,PG,2009,tt0327597
718,3848,tt1210042,12536299,"Shiloh Fernandez, Ashley Greene, Heath Freeman, Brett Cullen",Anthony Burns,Drama,5.8,"1,998",Freestyle Releasing,PG-13,2010,tt1312254
719,3857,tt0327597,64596398,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas",Lasse Hallström,"Drama, Romance, War",6.3,"115,547",Screen Gems/SONY PICTURES,PG-13,2010,tt0989757
720,3875,tt1312254,14944,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",Greg Berlanti,"Comedy, Drama, Romance",6.6,"104,203",Warner Bros. Pictures,PG-13,2010,tt1055292
721,3877,tt0989757,89977104,"Michael Angarano, Uma Thurman, Reece Thompson, Lee Pace",Max Winkler,"Comedy, Romance",5.6,"3,755",Magnolia Pictures,R,2010,tt1341341
722,3890,tt1055292,67610124,"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner",Brad Bird,"Action, Adventure, Thriller",7.4,"389,871",Paramount Studios,PG-13,2011,tt1229238
723,3894,tt1341341,22270,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",Robert Zemeckis,"Drama, Thriller",7.3,"281,686",Paramount Pictures,R,2012,tt1907668
724,3912,tt1229238,549713380,"J. Michael Tatum, Takeru Satoh, Yû Aoi, Josh Grelle",Keishi Ohtomo,"Action, Drama, History",7.6,"16,509",N/A,N/A,2012,tt1979319
725,3933,tt1907668,130772375,"Anton Newcombe, Courtney Taylor-Taylor, Joel Gion, Matt Hollywood",Ondi Timoner,"Documentary, Music",7.8,"5,390",Palm Pictures,R,2004,tt0388888
726,3943,tt1979319,61700000,"Sean Penn, Naomi Watts, Don Cheadle, Jack Thompson",Niels Mueller,"Biography, Crime, Drama",7.0,"23,882",ThinkFilm,R,2004,tt0364961
727,3973,tt0388888,127067,"Yeong-ae Lee, Min-sik Choi, Shi-hoo Kim, Yea-young Kwon",Chan-wook Park,"Crime, Drama, Thriller",7.6,"58,916",Picture This! Entertainment,R,2005,tt0451094
728,3979,tt0364961,3537961,"Tony Jaa, Petchtai Wongkamlao, Bongkoj Khongmalai, Xing Jin",Prachya Pinkaew,"Action, Crime, Drama",7.1,"31,749",The Weinstein Company,R,2005,tt0427954
729,3991,tt0451094,23803308,"Dianne Wiest, Robert Downey Jr., Shia LaBeouf, Melonie Diaz",Dito Montiel,"Crime, Drama",7.0,"23,039",First Look Media,R,2006,tt0473488
730,3996,tt0427954,21165581,"Alec Baldwin, James Adomian, George Bush, George W. Bush",Dan Cox,Documentary,4.3,233,Madman Entertainment,N/A,2006,tt0386757
731,4008,tt0473488,516139,"Edgar Selge, Florian Bartholomäi, Roman Knizka, Franziska Walser",Ingo Rasper,"Comedy, Romance",6.8,"1,012",Ariztical Entertainment,NOT RATED,2007,tt0838192
732,4009,tt0386757,2119,"Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West",Joe Wright,"Drama, Mystery, Romance",7.8,"208,318",Focus Features,R,2007,tt0783233
733,4022,tt0838192,1101480,"Tommy Lee Jones, Charlize Theron, Jason Patric, Susan Sarandon",Paul Haggis,"Crime, Drama, Mystery",7.2,"62,891",Warner Independent Pictures,R,2007,tt0478134
734,4028,tt0783233,99266061,"Malcolm McDowell, Brad Dourif, Tyler Mane, Daeg Faerch",Rob Zombie,Horror,6.1,"94,174",MGM,R,2007,tt0373883
735,4032,tt0478134,6541790,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi","Masayuki, Kazuya Tsurumaki, Hideaki Anno","Animation, Action, Drama",7.8,"13,963",Eleven Arts,PG-13,2007,tt0923811
736,4033,tt0373883,65253908,"Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom",Aristomenis Tsirbas,"Animation, Action, Adventure",6.6,"10,411",Roadside Atrractions,PG,2007,tt0858486
737,4034,tt0923811,223839,"Tony Chiu-Wai Leung, Takeshi Kaneshiro, Fengyi Zhang, Chen Chang",John Woo,"Action, Adventure, Drama",7.4,"39,112",Magnolia Pictures,R,2008,tt0425637
738,4038,tt0858486,2101046,"Jakob Cedergren, Lene Maria Christensen, Kim Bodnia, Lars Brygmann",Henrik Ruben Genz,"Drama, Mystery",6.9,"4,619",Oscilloscope Pictures,UNRATED,2008,tt1087890
739,4048,tt0425637,47473609,"Tomoko Yamaguchi, Kazushige Nagashima, Yûki Amami, George Tokoro","Hayao Miyazaki, John Lasseter, Brad Lewis, Peter Sohn","Animation, Adventure, Comedy",7.7,"94,892",Walt Disney Pictures,G,2008,tt0876563
740,4052,tt1087890,179943,"Andy Garcia, Julianna Margulies, Steven Strait, Emily Mortimer",Raymond De Felitta,"Comedy, Drama, Romance",7.4,"28,294",Anchor Bay Entertainment,PG-13,2009,tt1174730
741,4057,tt0876563,145801819,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",John Hamburg,"Comedy, Romance",7.0,"175,574",Dreamworks/Paramount,R,2009,tt1155056
742,4075,tt1174730,670712,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore",Taika Waititi,"Comedy, Drama",7.5,"11,609",Paladin Films,NOT RATED,2010,tt1560139
743,4078,tt1155056,50636986,"Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling",David Yates,"Adventure, Family, Fantasy",7.7,"369,752",Warner Bros. Pictures,PG-13,2010,tt0926084
744,4081,tt1560139,40,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",Tyler Perry,Drama,6.0,"6,359",Lionsgate,R,2010,tt1405500
745,4101,tt0926084,704305868,"Mary Badham, Jane Beasley, Rick Bragg, Tom Brokaw",Mary McDonagh Murphy,"Documentary, Biography, History",7.4,278,First Run Features,N/A,2010,tt1638979
746,4108,tt1405500,37000000,"Guoli Zhang, Hanyu Zhang, Wei Fan, Yuanzheng Feng",Xiaogang Feng,Drama,6.9,"2,563",China Lion Entertainment,NOT RATED,2012,tt2113822
747,4109,tt1638979,26488,"Sam Rockwell, William H. Macy, Ted Levine, Kelly Reilly",David M. Rosenthal,"Crime, Drama, Thriller",5.8,"9,072",Single Shot Productions,R,2013,tt1540741
748,4160,tt2113822,311,"Chase Ellison, George Webster, Rachael Nastassja Kraft, Lisa Long",Gregg Araki,"Drama, Mystery",7.7,"59,671",Tartan Films/TLA Releasing,UNRATED,2004,tt0370986
749,4179,tt1540741,18642,"Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez",Jared Hess,Comedy,6.9,"171,586",Fox Searchlight Pictures,PG,2004,tt0374900
750,4183,tt0370986,1524966,"Judi Dench, Maggie Smith, Daniel Brühl, Freddie Jones",Charles Dance,"Drama, Music, Romance",7.1,"8,934",IDP,PG-13,2004,tt0377084
751,4192,tt0374900,45718097,"Konstantin Khabenskiy, Vladimir Menshov, Valeriy Zolotukhin, Mariya Poroshina",Timur Bekmambetov,"Action, Fantasy, Thriller",6.5,"48,852",Fox Searchlight,R,2004,tt0403358
752,4194,tt0377084,20377075,"Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman","Tim Burton, Mike Johnson","Animation, Drama, Family",7.4,"206,063",Warner Bros. Pictures,PG,2005,tt0121164
753,4198,tt0403358,27800000,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman",David Ayer,"Action, Crime, Drama",6.9,"57,285",MGM,R,2005,tt0433387
754,4210,tt0121164,77195061,"Tatsuya Fujiwara, Takeshi Kaga, Shidô Nakamura, Erika Toda",Shûsuke Kaneko,"Adventure, Crime, Drama",7.3,"13,314",Viz Pictures,NOT RATED,2006,tt0810827
755,4219,tt0433387,3967038,"Charlie Trairat, Sorachai Sang-aakaat, Vorawit Phonginsee, Suchao Pongwilai",Krisorn Buramasing,"Action, Adventure, Fantasy",5.0,97,N/A,N/A,2006,tt0926151
756,4221,tt0810827,50710400,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass",Tom McCarthy,Drama,7.7,"38,744",Overture Films,PG-13,2007,tt0857191
757,4237,tt0926151,291243,"Summer Bishil, Chris Messina, Maria Bello, Peter Macdissi",Alan Ball,Drama,7.0,"10,669",Warner Independent,R,2007,tt0787523
758,4241,tt0857191,9234510,"Ellen Burstyn, Dylan Baker, Sheila McCarthy, Judy Marshak",Kari Skogland,Drama,6.3,"1,534",Vivendi Entertainment,R,2007,tt0847897
759,4243,tt0787523,367638,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",Oren Peli,"Horror, Mystery, Thriller",6.3,"196,572",Paramount Pictures,R,2007,tt1179904
760,4249,tt0847897,473993,"Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka",Andrzej Wajda,"Drama, History, War",7.1,"13,364",Artificial Eye,N/A,2007,tt0879843
761,4252,tt1179904,193340800,"Vin Diesel, Michelle Yeoh, Mélanie Thierry, Lambert Wilson",Mathieu Kassovitz,"Action, Adventure, Sci-Fi",5.6,"85,617",20th Century Fox,PG-13,2008,tt0364970
762,4256,tt0879843,9523313,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce",Kathryn Bigelow,"Drama, History, Thriller",7.6,"360,535",Summit Entertainment,R,2008,tt0887912
763,4272,tt0364970,2108608,"Helen Mirren, Tom Wilkinson, Ciarán Hinds, Romi Aboulafia",John Madden,"Drama, Thriller",6.9,"58,165",Focus Features,R,2010,tt1226753
764,4276,tt0887912,27000000,"Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak",Christopher Morris,"Comedy, Crime, Drama",7.3,"61,213",Drafthouse Films,R,2010,tt1341167
765,4301,tt1226753,25636368,"Mimi Branescu, Mirela Oprisor, Maria Popistasu, Victor Rebengiuc",Radu Muntean,"Drama, Romance",7.0,"3,731",Lorber,UNRATED,2010,tt1470024
766,4307,tt1341167,3302314,"Lambert Wilson, Michael Lonsdale, Olivier Rabourdin, Philippe Laudenbach",Xavier Beauvois,"Drama, History",7.2,"13,205",Sony Pictures Classics,PG-13,2010,tt1588337
767,4309,tt1470024,20666,"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman",Derek Cianfrance,"Drama, Romance",7.4,"154,845",Weinstein Company,R,2010,tt1120985
768,4316,tt1588337,37424067,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",Ivan Reitman,"Comedy, Romance",6.2,"182,199",Paramount Pictures,R,2011,tt1411238
769,4323,tt1120985,13066240,"Robert Duvall, John Hurt, Billy Bob Thornton, Kevin Bacon",Billy Bob Thornton,Drama,6.3,"2,441",Anchor Bay Films,R,2012,tt1781840
770,4337,tt1411238,122780440,"Tony Chiu-Wai Leung, Cung Le, Qingxiang Wang, Elvis Tsui",Kar-Wai Wong,"Action, Biography, Drama",6.5,"26,545",The Weinstein Company,PG-13,2013,tt1462900
771,4354,tt1781840,14836,"Rooney Mara, Casey Affleck, Ben Foster, Keith Carradine",David Lowery,"Crime, Drama, Romance",6.4,"17,711",IFC Films,R,2013,tt2388637
772,4367,tt1462900,60216736,"David Garrett, Jared Harris, Joely Richardson, Christian McKay",Bernard Rose,"Biography, Drama, Musical",6.1,"2,548",Freestyle Releasing,R,2013,tt2401715
773,4371,tt2388637,1031243,"Brendan Fraser, Rob Corddry, Ricky Gervais, Jonathan Morgan Heit",Cal Brunker,"Animation, Adventure, Comedy",5.9,"21,926",The Weinstein Co.,PG,2013,tt0765446
774,4376,tt2401715,11294,"Jon-Paul Gates, Vivien Creegor, Freddie Fuller, Gemma Gurvitz","Steven M. Smith, Zane Casablanca, Svenja Quazzani, Zane Quazzani",Horror,3.7,175,N/A,R,2013,tt2133234
775,4381,tt0765446,34597643,"Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker","Malcolm D. Lee, David Zucker","Comedy, Horror",3.5,"54,360",The Weinstein Company,PG-13,2013,tt0795461
776,4391,tt2133234,745000,"Justin Long, Keir O'Donnell, Evan Rachel Wood, Gideon Glick",Kat Coiro,"Comedy, Romance",5.7,"9,543",IFC Films,R,2013,tt1817081
777,4392,tt0795461,58378744,,,,,,,,,
778,4393,tt1817081,4187,,,,,,,,,
