,Unnamed: 0imdb_id,budget,imdb_idimdb_id,revenue,Unnamed: 0imdbID,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdb_idimdbID
1996,1996,3800000,tt3714720,1016985,1996.0,"Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka",Poland,Andrzej Wajda,"Drama, History, War",7.1,"13,364","Polish, Russian, German, Ukrainian",Artificial Eye,,21-Sep-07,121 min,Katyn,2007.0,tt0879843
1997,1997,4000000,tt0464049,13401952,1997.0,"Shahid Kapoor, Kareena Kapoor Khan, Tarun Arora, Dara Singh",India,Imtiaz Ali,"Comedy, Drama, Romance",8.0,"36,406","Hindi, Panjabi, English",Studio 18,NOT RATED,26-Oct-07,138 min,Jab We Met,2007.0,tt1093370
1998,1998,2000000,tt0473709,265198,1998.0,"Ye Liu, Yuanyuan Gao, Wei Fan, Lan Qin","China, Hong Kong",Chuan Lu,"Drama, History, War",7.7,"8,917","Mandarin, English, Japanese, German",Cinema Ventures,R,22-Apr-09,133 min,City of Life and Death,2009.0,tt1124052
1999,1999,8000000,tt0360323,143451,1999.0,"Regina Advento, Malou Airaudo, Ruth Amarante, Jorge Puerta","Germany, France, UK",Wim Wenders,Documentary,7.7,"12,520","German, French, English, Spanish, Croatian, Italian, Portuguese, Russian, Korean",IFC Films,PG,24-Feb-11,103 min,Pina,2011.0,tt1440266
2000,2000,8000000,tt0466816,60641,2000.0,"Vincent Cassel, D??borah Fran?ois, Jos??phine Japy, Sergi L??pez","Spain, France",Dominik Moll,"Drama, Mystery, Thriller",5.8,"3,304",French,IDP/ATO,R,13-Jul-11,101 min,The Monk,2011.0,tt1605769
2001,2001,5200000,tt0879843,14723313,2001.0,"Ho-jeong Yu, Eun-kyung Shim, Hee-kyung Jin, Min-yeong Kim",South Korea,Hyeong-Cheol Kang,"Comedy, Drama",7.9,"3,543",Korean,,,22-Aug-11,124 min,Sunny,2011.0,tt1937339
2002,2002,2300000,tt1093370,4600000,2002.0,"Claudio Bisio, Alessandro Siani, Angela Finocchiaro, Valentina Lodovini",Italy,Luca Miniero,Comedy,5.2,"2,362",Italian,,,18-Jan-12,110 min,Welcome to the North,2012.0,tt1756415
2003,2003,12000000,tt1124052,10652498,2003.0,"Justin Long, Jess Weixler, Tyler Labine, Addison Timlin",USA,Ted Koland,"Comedy, Drama",6.4,"8,495",English,Magnolia Pictures,PG-13,3-Oct-13,89 min,Best Man Down,2012.0,tt1885300
2004,2004,4317946,tt1440266,14624826,2004.0,"Mauricio Kuri, Adrian Alonso, Rub??n Blades, Catalina Sandino Moreno",Mexico,Dean Wright,"Drama, History, War",6.6,"3,917","Spanish, English",Arc Entertainment,R,1-Jun-12,145 min,For Greater Glory: The True Story of Cristiada,2012.0,tt1566501
2005,2005,11000000,tt1605769,807535,2005.0,"Annette Bening, Ed Harris, Robin Williams, Jess Weixler",USA,Arie Posin,"Drama, Mystery, Romance",6.2,"4,010",English,IFC Films,PG-13,25-Oct-13,92 min,The Face of Love,2013.0,tt1839642
2006,2006,3550000,tt1937339,48000000,2006.0,"Farhan Akhtar, Sonam Kapoor, Pavan Malhotra, Art Malik",India,Rakeysh Omprakash Mehra,"Biography, Drama, History",8.3,"47,994",Hindi,Reliance Entertainment,NOT RATED,12-Jul-13,186 min,Bhaag Milkha Bhaag,2013.0,tt2356180
2007,2007,6000000,tt1756415,35000000,2007.0,"Michael Sheen, Lena Headey, Sam Neill, Ioan Gruffudd","UK, Spain, Belgium",Jonathan Newman,"Adventure, Family, Fantasy",5.4,"4,742",English,RLJ Entertainment,PG,5-Dec-13,100 min,The Adventurer: The Curse of the Midas Box,2013.0,tt1376213
2008,2008,1500000,tt1885300,1938,2008.0,"John Jarratt, Ryan Corr, Shannon Ashlyn, Philippe Klaus",Australia,Greg McLean,Horror,6.1,"14,178","English, German",RLJ Entertainment,NOT RATED,17-Apr-14,106 min,Wolf Creek 2,2013.0,tt2004432
2009,2009,12000000,tt1566501,9622846,2009.0,"Derek Lee, Clif Prowse, Michael Gill, Baya Rehaz","Canada, USA","Derek Lee, Clif Prowse","Horror, Mystery, Thriller",6.3,"18,337","English, French, Italian",CBS Films,R,27-Jan-15,85 min,Afflicted,2013.0,tt2309961
2010,2010,4000000,tt1839642,350006,2010.0,"Lambert Wilson, Franck Dubosc, Florence Foresti, Guillaume de Tonqu??dec",France,Eric Lavaine,Comedy,6.1,"2,043",French,TF1 Films Production,,26-Dec-14,98 min,Barbecue,2014.0,tt3202120
2011,2011,4600000,tt2356180,25000000,2011.0,"Min-sik Choi, Seung-ryong Ryu, Jin-woong Jo, Myung-gon Kim",South Korea,Han-min Kim,"Action, History, War",7.2,"7,359","Korean, Japanese, English, Hindi",CJ Entertainment,NOT RATED,30-Jul-14,126 min,The Admiral,2014.0,tt3541262
2012,2012,25000000,tt1376213,6399,2012.0,"Helen Hunt, Samantha Morton, Aaron Paul, Rashida Jones",USA,Steven Bernstein,Drama,6.3,"2,597",English,Entertainment One,R,2-May-14,91 min,Decoding Annie Parker,2013.0,tt1464191
2013,2013,8000000,tt2004432,9630444,2013.0,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire",USA,James Bobin,"Adventure, Comedy, Crime",6.4,"26,423","English, German",Walt Disney Pictures,PG,21-Mar-14,107 min,Muppets Most Wanted,2014.0,tt2281587
2014,2014,318000,tt2309961,121179,2014.0,"Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon",USA,Jeff Baena,"Comedy, Horror, Romance",5.6,"15,627",English,A24 Films,R,15-Jul-14,89 min,Life After Beth,2014.0,tt2581244
2015,2015,6000000,tt3202120,14348529,2015.0,"Pierre Niney, Guillaume Gallienne, Charlotte Le Bon, Laura Smet","France, Belgium",Jalil Lespert,"Biography, Drama",6.2,"9,210","French, English, Russian, Arabic, Japanese",The Weinstein Company,R,8-Jan-14,106 min,Yves Saint Laurent,2014.0,tt2707858
2016,2016,9500000,tt3541262,112156811,2016.0,"Josh Duhamel, Josh Wiggins, Lynn Collins, Emma Fuhrmann",USA,Trey Nelson,"Action, Drama, Thriller",6.0,"2,929",English,Floren Shieh Productions,NOT RATED,18-Feb-16,95 min,Lost in the Sun,2016.0,tt3593046
2017,2017,2000000,tt1464191,48390,2017.0,"Ranveer Singh, Priyanka Chopra, Deepika Padukone, Tanvi Azmi",India,Sanjay Leela Bhansali,"Action, Drama, History",7.2,"23,158",Hindi,SLB Films,,18-Dec-15,158 min,Bajirao Mastani,2015.0,tt3735246
2018,2018,50000000,tt2281587,80383290,2018.0,"Adrian Titieni, Maria Dragus, Lia Bugnar, Malina Manovici","Romania, France, Belgium",Cristian Mungiu,"Crime, Drama",7.4,"7,486",Romanian,,R,20-May-16,128 min,Graduation,2016.0,tt4936450
2019,2019,2400000,tt2581244,88273,2019.0,"Alia Bhatt, Shahid Kapoor, Lovely Sidhu, Diljit Dosanjh",India,Abhishek Chaubey,"Action, Crime, Drama",7.8,"18,610","Hindi, Panjabi",,,17-Jun-16,148 min,Udta Punjab,2016.0,tt4434004
2020,2020,12000000,tt2707858,21026290,2020.0,"Aml Ameen, Red Madrell, Noel Clarke, Adam Deacon",UK,Menhaj Huda,"Crime, Drama, Romance",6.8,"15,996",English,Revolver Entertainment,R,3-Mar-06,89 min,Kidulthood,2006.0,tt0435680
2021,2021,25000,tt3593046,25000,2021.0,"Tim McGraw, Maria Bello, Alison Lohman, Ryan Kwanten","USA, UK",Michael Mayer,"Adventure, Drama, Family",6.2,"6,501",English,20th Century Fox,PG,20-Oct-06,95 min,Flicka,2006.0,tt0434215
2022,2022,19500000,tt3735246,56000000,2022.0,"Mehmet Ali Bayhan, Sahan G?kbakar, Furkan Turan, Fatma Toptas",Turkey,Togan G?kbakar,Comedy,4.8,"19,546",Turkish,Kinostar,,22-Feb-08,90 min,Recep Ivedik,2008.0,tt1193516
2023,2023,2000000,tt4936450,343617,2023.0,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw",India,Neeraj Pandey,"Crime, Drama, Mystery",8.3,"55,474","Hindi, English",UTV Communications,NOT RATED,5-Sep-08,104 min,A Wednesday,2008.0,tt1280558
2024,2024,5980000,tt4434004,14900000,2024.0,"Matthew McConaughey, Alexie Gilmore, Jeffrey Nordling, Woody Harrelson",USA,S.R. Bindler,Comedy,4.7,"7,708",English,Anchor Bay Entertainment,R,5-Sep-08,85 min,"Surfer, Dude",2008.0,tt0976247
2025,2025,994000,tt0435680,165000,2025.0,"Y?suke Eguchi, Takao Ohsawa, Ry?ko Hirosue, Jun Kaname",Japan,Kazuaki Kiriya,"Action, Drama",6.7,"4,609",Japanese,,,1-May-09,128 min,Goemon,2009.0,tt1054122
2026,2026,15000000,tt0434215,21000000,2026.0,"Wei Zhao, Jaycee Chan, Rongguang Yu, Jiao Xu","USA, China","Jingle Ma, Wei Dong(co-director)","Adventure, Drama, Romance",6.8,"4,455",Mandarin,Starlight International Media Group,NOT RATED,27-Nov-09,114 min,Mulan: Rise of a Warrior,2009.0,tt1308138
2027,2027,500000,tt1193516,5330000,2027.0,"Huub Smit, Tim Haars, Wesley van Gaalen, Steffen Haars",Netherlands,"Steffen Haars, Flip Van der Kuil","Action, Comedy",6.4,"12,791",Dutch,Eyeworks,,9-Dec-10,84 min,New Kids Turbo,2010.0,tt1648112
2028,2028,1400000,tt1280558,3500000,2028.0,"Seung-won Cha, Sang-Woo Kwon, Seung-hyun Choi, Seung-woo Kim",South Korea,John H. Lee,"Action, Drama, War",7.4,"4,257","Korean, English",Taewon Entertainment,,16-Jun-10,120 min,71: Into the Fire,2010.0,tt1587729
2029,2029,6000000,tt0976247,69497,2029.0,"Jordana Beatty, Parris Mosteller, Janet Varney, Kristoffer Ryan Winters",USA,John Schultz,"Comedy, Family",4.2,"2,512",English,Relativity Media,PG,10-Jun-11,91 min,Judy Moody and the Not Bummer Summer,2011.0,tt1547230
2030,2030,9000000,tt1054122,16000000,2030.0,"Leonid Yarmolnik, Aleksandr Chutko, Yuriy Tsurilo, Evgeniy Gerchakov",Russia,Aleksey German,"Drama, Sci-Fi",6.7,"3,290",Russian,Kino Lorber,NOT RATED,27-Feb-14,177 min,Hard to Be a God,2013.0,tt2328813
2031,2031,12000000,tt1308138,13380561,2031.0,"L??a Seydoux, Ad??le Exarchopoulos, Salim Kechiouche, Aur??lien Recoing","France, Belgium, Spain",Abdellatif Kechiche,"Drama, Romance",7.8,"107,866","French, English",IFC Films,NC-17,9-Oct-13,180 min,Blue Is the Warmest Color,2013.0,tt2278871
2032,2032,1500000,tt1648112,8786756,2032.0,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen",USA,Kieran Darcy-Smith,"Drama, Western",5.7,"6,347",English,Mandeville Films,R,24-Jun-16,110 min,The Duel,2016.0,tt2436682
2033,2033,10400000,tt1587729,20967660,2033.0,"Chris Rock, Kerry Washington, Gina Torres, Steve Buscemi","USA, India",Chris Rock,"Comedy, Drama, Romance",5.5,"14,252",English,,R,16-Mar-07,90 min,I Think I Love My Wife,2007.0,tt0770772
2034,2034,20000000,tt1547230,14166853,2034.0,"Elio Germano, Riccardo Scamarcio, Angela Finocchiaro, Massimo Popolizio","Italy, France",Daniele Luchetti,"Comedy, Crime, Drama",7.1,"5,390",Italian,ThinkFilm,R,20-Apr-07,108 min,My Brother Is an Only Child,2007.0,tt0846040
2035,2035,7000000,tt2328813,1310673,2035.0,"Alex Gibney, Brian Keith Allen, Moazzam Begg, Christopher Beiring",USA,Alex Gibney,"Documentary, Crime, War",7.6,"12,305",English,ThinkFilm,R,23-Jan-09,106 min,Taxi to the Dark Side,2007.0,tt0854678
2036,2036,4300000,tt2278871,10165694,2036.0,"Drake Bell, Andrew Caldwell, Andree Moss, Carolyn Moss",USA,Deb Hagan,Comedy,4.6,"11,347",English,MGM,R,29-Aug-08,94 min,College,2008.0,tt0844671
2037,2037,10000000,tt2436682,4500,2037.0,"Tilda Swinton, Saul Rubinek, Kate del Castillo, Aidan Gould","France, USA, Mexico, Belgium",Erick Zonca,"Crime, Drama, Thriller",7.1,"5,265","English, Spanish",Magnolia Pictures,R,12-Mar-08,144 min,Julia,2008.0,tt0903627
2038,2038,11000000,tt0770772,13196245,2038.0,Vik Muniz,"Brazil, UK","Lucy Walker, Karen Harley(co-director), Jo?o Jardim(co-director)",Documentary,7.9,"7,674","English, Portuguese",Arthouse Films,NOT RATED,21-Jan-11,99 min,Waste Land,2010.0,tt1268204
2039,2039,5000000,tt0846040,6463286,2039.0,"Krysten Ritter, Kate Bosworth, Rachel Bilson, Geoff Stults","USA, Canada",Kat Coiro,Comedy,5.6,"6,645",English,PMK-BNC,R,13-Apr-12,100 min,L!fe Happens,2011.0,tt1726589
2040,2040,1000000,tt0854678,274661,2040.0,"Yoo Gong, Yu-mi Jung, Hyeon-soo Kim, Kim Jee-Young",South Korea,Dong-hyuk Hwang,"Action, Crime, Drama",8.0,"5,978","Korean, Korean Sign Language",CJ Entertainment,,22-Sep-11,125 min,Silenced,2011.0,tt2070649
2041,2041,7000000,tt0844671,6230276,2041.0,"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra",India,Imtiaz Ali,"Drama, Music, Musical",7.6,"30,203",Hindi,Eros International,NOT RATED,11-Nov-11,159 min,Rockstar,2011.0,tt1839596
2042,2042,6000000,tt0903627,1300000,2042.0,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",USA,Paul Johansson,"Drama, Mystery, Sci-Fi",5.7,"11,844",English,Rocky Mountain Pictures,PG-13,15-Apr-11,97 min,Atlas Shrugged: Part I,2011.0,tt0480239
2043,2043,1500000,tt1268204,187716,2043.0,"Margarete Tiesel, Peter Kazungu, Inge Maux, Dunja Sowinetz","Austria, Germany, France",Ulrich Seidl,Drama,7.1,"6,749","German, English, Swahili",Strand Releasing,UNRATED,26-Apr-13,120 min,Paradise: Love,2012.0,tt1403214
2044,2044,930000,tt1726589,30905,2044.0,"Salman Khan, Katrina Kaif, Ranvir Shorey, Girish Karnad",India,Kabir Khan,"Action, Adventure, Romance",5.4,"23,201","Hindi, English",Yash Raj Films,NOT RATED,15-Aug-12,132 min,Ek Tha Tiger,2012.0,tt2016894
2045,2045,2200000,tt2070649,31500000,2045.0,"Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz",USA,Benson Lee,"Drama, Music",5.0,"8,377",English,Sony Pictures,PG-13,20-Sep-13,110 min,Battle of the Year,2013.0,tt1532958
2046,2046,10920000,tt1839596,19660000,2046.0,"Alan Rickman, Malin Akerman, Justin Bartha, Richard de Klerk",USA,Randall Miller,"Drama, Music",6.6,"7,097",English,Xlrator Media,R,11-Oct-13,101 min,CBGB,2013.0,tt1786751
2047,2047,15000000,tt0480239,4627375,2047.0,"Fabrice Luchini, Gemma Arterton, Jason Flemyng, Isabelle Candelier","France, UK",Anne Fontaine,"Comedy, Drama, Romance",6.4,"4,461","French, English",Music Box Films,R,10-Sep-14,99 min,Gemma Bovery,2014.0,tt2788556
2048,2048,3600000,tt1403214,24267,2048.0,"Dani Rovira, Michelle Jenner, Carme Calvell, Javier Balas",Spain,Enrique Gato,"Animation, Adventure, Comedy",5.9,"2,323","Spanish, Catalan, English",,PG,28-Aug-15,94 min,Capture the Flag,2015.0,tt3896100
2049,2049,12000000,tt2016894,51000000,2049.0,"Jackie Chan, Zitao Huang, Jaycee Chan, Kai Wang",China,Ding Sheng,"Action, Comedy, War",5.9,"2,079","Mandarin, Japanese, English",,NOT RATED,23-Dec-16,124 min,Railroad Tigers,2016.0,tt4687848
2050,2050,20000000,tt1532958,16549477,2050.0,"Vince Vaughn, Hailee Steinfeld, Bill Paxton, Jonathan Banks",USA,Peter Billingsley,"Crime, Drama, Thriller",5.5,"4,922",English,Focus World,R,29-Apr-16,93 min,Term Life,2016.0,tt2978102
2051,2051,5000000,tt1786751,40400,2051.0,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji",India,Karan Johar,"Drama, Romance",6.1,"15,326","Hindi, English",Yash Raj Films,R,11-Aug-06,193 min,Kabhi Alvida Naa Kehna,2006.0,tt0449999
2052,2052,9700000,tt2788556,154701,2052.0,"Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim",UK,Shane Meadows,"Crime, Drama",7.7,"104,281",English,IFC First Take,UNRATED,27-Apr-07,101 min,This Is England,2006.0,tt0480025
2053,2053,14000000,tt3896100,8306690,2053.0,"Mithun Chakraborty, Abhishek Bachchan, Aishwarya Rai Bachchan, Madhavan",India,Mani Ratnam,"Biography, Drama, Musical",7.8,"17,333",Hindi,Adlabs Films,,12-Jan-07,166 min,Guru,2007.0,tt0499375
2054,2054,50000000,tt4687848,102205175,2054.0,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Kiron Kher","India, USA",Tarun Mansukhani,"Comedy, Drama, Romance",6.5,"11,751","Hindi, English",Yash Raj Films,UNRATED,14-Nov-08,145 min,Dostana,2008.0,tt1185420
2055,2055,16500000,tt2978102,21256,2055.0,"Tim Huck, Lex D. Geddings, Matt Czuchry, Yvette Yates",USA,Bob Gosse,Comedy,5.3,"7,644",English,Freestyle Releasing,R,25-Sep-09,105 min,I Hope They Serve Beer in Hell,2009.0,tt1220628
2056,2056,7400000,tt0449999,17000000,2056.0,"Zana Marjanovic, Goran Kostic, Rade Serbedzija, Vanessa Glodjo",USA,Angelina Jolie,"Drama, Romance, War",4.4,"32,112","Bosnian, Serbian, Croatian, English",Film District,R,16-Feb-12,127 min,In the Land of Blood and Honey,2011.0,tt1714209
2057,2057,2380000,tt0480025,8176544,2057.0,"Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson",USA,Kasi Lemmons,"Drama, Family, Music",4.5,"1,755",English,Fox Searchlight,PG,27-Nov-13,93 min,Black Nativity,2013.0,tt1425922
2058,2058,4700000,tt0499375,31000000,2058.0,"Anne Heche, James Tupper, Ethan Peck, Rebekah Brandes",USA,Anthony Leonardi III,Horror,4.4,"4,303",English,Anchor Bay Entertainment,R,26-Sep-13,100 min,Nothing Left to Fear,2013.0,tt1662293
2059,2059,10000000,tt1185420,20000000,2059.0,"Marcello Macchia, Luigi Luciano, Enrico Venti, Lavinia Longhi",Italy,Marcello Macchia,Comedy,6.1,"1,975",Italian,,,29-Jan-15,90 min,Italiano medio,2015.0,tt4142022
2060,2060,7000000,tt1220628,1429299,2060.0,"Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd",USA,"Andrew Erwin, Jon Erwin","Drama, Sport",6.5,"5,142",English,Pure Flix Entertainment,PG,16-Oct-15,123 min,Woodlawn,2015.0,tt4183692
2061,2061,10000000,tt1714209,303877,2061.0,"Marta Mazurek, Michalina Olszanska, Kinga Preis, Andrzej Konopka",Poland,Agnieszka Smoczynska,"Comedy, Drama, Horror",6.3,"2,375",Polish,,NOT RATED,25-Dec-15,92 min,The Lure,2015.0,tt5278832
2062,2062,17500000,tt1425922,7018189,2062.0,"Zooey Deschanel, Darrell Larson, John Bedford Lloyd, Deirdre O'Connell",USA,Adam Rapp,"Comedy, Drama",6.4,"7,565",English,Yari Film Group,R,15-Jun-06,98 min,Winter Passing,2005.0,tt0380817
2063,2063,3000000,tt1662293,1675381,2063.0,"Tiffany Dupont, Luke Goss, John Noble, Omar Sharif",USA,Michael O. Sajbel,"Biography, Drama, History",6.3,"6,087",English,Gener8Xion Entertainment,PG,13-Oct-06,123 min,One Night with the King,2006.0,tt0430431
2064,2064,1816720,tt4142022,4541800,2064.0,"Dylan Avery, Mahmoud Ahmad, Ahmed Al-Ghamdi, Hamza Al-Ghamdi",USA,Dylan Avery,"Documentary, History, Mystery",7.2,"2,183",English,,,11-Nov-07,80 min,Loose Change: Final Cut,2007.0,tt0914809
2065,2065,12000000,tt4183692,14394097,2065.0,"Alan Rickman, Bryan Greenberg, Shawn Hatosy, Mary Steenburgen",USA,Randall Miller,"Comedy, Crime, Drama",6.4,"5,159",English,Freestyle Releasing,R,5-Dec-08,110 min,Nobel Son,2007.0,tt0483756
2066,2066,1300000,tt5278832,102986,2066.0,"Willem Dafoe, Bob Hoskins, Matthew Modine, Asia Argento","Italy, USA",Abel Ferrara,"Comedy, Drama",5.7,"1,056",English,IFC First Take,UNRATED,7-Jan-11,96 min,Go Go Tales,2007.0,tt0393329
2067,2067,3500000,tt0380817,113783,2067.0,"Konstantin Khabenskiy, Elizaveta Boyarskaya, Sergey Bezrukov, Andrey Myagkov",Russia,Timur Bekmambetov,"Comedy, Romance",5.2,"2,765",Russian,Mosfilm,,21-Dec-07,115 min,Ironiya sudby. Prodolzhenie,2007.0,tt0987918
2068,2068,20000000,tt0430431,13391174,2068.0,"Anton Shagin, Oksana Akinshina, Eugenia Khirivskaya, Max Matveev",Russia,Valeriy Todorovskiy,"Drama, Musical, Romance",7.2,"3,537",Russian,Leisure Time Films,,1-Oct-11,130 min,Hipsters,2008.0,tt1239426
2069,2069,6000,tt0914809,6000,2069.0,"Jay Chou, Eric Tsang, Gang Wang, Charlene Choi","China, Hong Kong, Taiwan",Yen-Ping Chu,"Comedy, Sport",4.8,"2,803","Cantonese, Mandarin",Gravitas,NOT RATED,7-Feb-08,100 min,Kung Fu Dunk,2008.0,tt0848538
2070,2070,4000000,tt0483756,333912,2070.0,"Jon Hamm, Josh Lucas, Rhona Mitra, James Van Der Beek",USA,Anders Anderson,"Crime, Drama, Mystery",6.1,"4,742",English,IFC Films,R,10-Oct-09,91 min,Stolen,2009.0,tt1139282
2071,2071,4000000,tt0393329,907456,2071.0,"Alexandra Jim??nez, S??lvia Abril, Carlos Areces, Laia Alda",Spain,Javier Ruiz Caldera,Comedy,4.2,"2,193",Spanish,20th Century Fox,,4-Dec-09,83 min,Spanish Movie,2009.0,tt1467391
2072,2072,5000000,tt0987918,55635037,2072.0,"Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon","USA, United Arab Emirates",Robert Rodriguez,"Comedy, Family, Fantasy",4.8,"5,671",English,Warner Bros. Pictures,PG,21-Aug-09,89 min,Shorts,2009.0,tt1100119
2073,2073,15000000,tt1239426,16810383,2073.0,"Felicity Jones, Jude Akuwudike, Reeve Carney, David Strathairn",USA,Julie Taymor,"Comedy, Drama, Fantasy",5.4,"6,590",English,Touchstone Pictures/Miramax Films,PG-13,7-Jan-11,110 min,The Tempest,2010.0,tt1274300
2074,2074,10000000,tt0848538,22896728,2074.0,"Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline",USA,"Huck Botko, Andrew Gurland",Comedy,4.6,"3,597",English,Sony Pictures/Columbia,R,24-Sep-10,86 min,The Virginity Hit,2010.0,tt1695994
2075,2075,2000000,tt1139282,7306,2075.0,"Tomer Sisley, Serge Riaboukine, Julien Boisselier, Joey Starr","France, Belgium, Luxembourg",Fr??d??ric Jardin,"Action, Crime, Thriller",6.7,"3,906",French,Tribeca Films,NOT RATED,11-May-12,103 min,Sleepless Night,2011.0,tt1683921
2076,2076,33000000,tt1467391,6982465,2076.0,"Demi??n Bichir, Eddie 'Piolin' Sotelo, Joaqu??n Cosio, Jos?? Juli??n",USA,Chris Weitz,"Drama, Romance",7.2,"13,854","English, Spanish",Summit Entertainment,PG-13,28-Jul-11,98 min,A Better Life,2011.0,tt1554091
2077,2077,40000000,tt1100119,28972508,2077.0,"Ji-seob So, Mi-yeon Lee, Do-won Kwak, Dong-jun Kim",South Korea,Sang-yoon Lim,"Action, Drama, Thriller",6.7,"3,929","Korean, English",Well Go USA,NOT RATED,11-Oct-12,96 min,A Company Man,2012.0,tt2371486
2078,2078,20000000,tt1274300,346594,2078.0,"Antonio Albanese, Fabrizio Bentivoglio, Lunetta Savino, Nicola Rignanese",Italy,Giulio Manfredonia,Comedy,5.2,765,Italian,Fandango,,13-Dec-12,96 min,Tutto tutto niente niente,2012.0,tt2456720
2079,2079,2000000,tt1695994,563706,2079.0,"Danila Kozlovsky, Fedor Bondarchuk, Anna Chipovskaya, Sergey Gazarov",Russia,Aleksey Andrianov,"Action, Drama, Thriller",5.4,"1,024",Russian,,,5-Apr-12,108 min,The Spy,2012.0,tt2321517
2080,2080,2500000,tt1683921,3358,2080.0,"Anne Hathaway, Lola Kirke, Mary Steenburgen, Sarah Steele",USA,Kate Barker-Froyland,"Drama, Music",5.8,"7,724",English,Film Arcade,PG-13,22-Jan-15,86 min,Song One,2014.0,tt2182972
2081,2081,10000000,tt1554091,1759252,2081.0,"Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson",USA,Michael Polish,Drama,4.7,"2,649",English,Samuel Goldwyn Films,PG-13,11-Sep-15,121 min,90 Minutes in Heaven,2015.0,tt4337690
2082,2082,3500000,tt2371486,7339398,2082.0,"Tom Hiddleston, Elizabeth Olsen, Bradley Whitford, Cherry Jones",USA,Marc Abraham,"Biography, Drama, Music",5.7,"4,490",English,,R,1-Apr-16,123 min,I Saw the Light,2015.0,tt1490785
2083,2083,5579750,tt2456720,8927600,2083.0,"Elle Fanning, Linda Emond, Susan Sarandon, Naomi Watts",USA,Gaby Dellal,Drama,5.6,"2,636","English, Spanish",The Weinstein Company,PG-13,29-Sep-16,92 min,3 Generations,2015.0,tt4158624
2084,2084,6000000,tt2321517,4588176,2084.0,"Colin Hanks, Ana Claudia Talanc??n, Jordana Spiro, Jonathon Trent",USA,Eric Nicholas,"Crime, Drama, Thriller",6.1,"3,465","English, Spanish",IFC First Take,NOT RATED,4-Jul-08,78 min,Alone with Her,2006.0,tt0472259
2085,2085,6000000,tt2933544,1020921,2085.0,"Lucas Black, Damien Marzette, Trula M. Marcus, Zachery Ty Bryan","USA, Germany",Justin Lin,"Action, Crime, Thriller",6.0,"199,221","English, Japanese",Universal Pictures,PG-13,16-Jun-06,104 min,The Fast and the Furious: Tokyo Drift,2006.0,tt0463985
2086,2086,6000000,tt2182972,32251,2086.0,"Martin Lawrence, James Earl Jones, Margaret Avery, Joy Bryant",USA,Malcolm D. Lee,"Comedy, Romance",5.4,"11,456",English,Universal Pictures,PG-13,8-Feb-08,114 min,"Welcome Home, Roscoe Jenkins",2008.0,tt0494652
2087,2087,5000000,tt4337690,4842699,2087.0,"Shirley Henderson, Michael Kenneth Williams, Roslyn Ruff, Allison Janney",USA,Todd Solondz,"Comedy, Drama",6.4,"5,916",English,IFC Films,R,16-Apr-10,98 min,Life During Wartime,2009.0,tt0808526
2088,2088,13000000,tt1490785,1646788,2088.0,"Dmitry Medvedev, Alina Bulynko, Sergey Pokhodaev, Ivan Urgant",Russia,"Timur Bekmambetov, Yaroslav Chevazhevskiy, Ignas Jonynas, Dmitriy Kiselev, Aleksandr Voytinskiy",Comedy,6.4,"2,121",Russian,Indie Crush,,16-Dec-10,90 min,Six Degrees of Celebration,2010.0,tt1782568
2089,2089,5000000,tt4158624,443962,2089.0,"Benicio Del Toro, Michelle Thrush, Gary Farmer, Larry Pine","USA, France",Arnaud Desplechin,"Biography, Drama",6.1,"2,274",English,IFC Films,UNRATED,11-Sep-13,117 min,Jimmy P.,2013.0,tt2210834
2090,2090,1000000,tt0472259,10018,2090.0,"Maggie Gyllenhaal, Michelle Hurst, Sandra Rodr??guez, Anna Simpson",USA,Laurie Collyer,Drama,6.6,"10,655",English,,R,9-Feb-07,96 min,Sherrybaby,2006.0,tt0423169
2091,2091,85000000,tt0463985,158468292,2091.0,"Danny McBride, Mary Jane Bostic, Ben Best, Spencer Moreno",USA,Jody Hill,Comedy,6.4,"9,802",English,Paramount Vantage,R,26-Sep-08,85 min,The Foot Fist Way,2006.0,tt0492619
